date,open,high,close,low,volume,p_change,最近N1个交易日最高价,最近N2个交易日最低价,当天的仓位,net,capital_index,策略每日涨跌幅
2016-04-26,40.76,41.8,41.35,40.13,81420.78,1.42,49.98,40.01,0.0,1.3368274665462532,90.9042677251452,0.0
2016-04-27,41.16,41.49,40.18,40.03,91328.45,-2.83,49.98,40.01,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-04-28,40.3,41.49,40.83,39.6,121023.04,1.62,49.01,39.6,0.0,1.3368274665462532,90.9042677251452,0.0
2016-04-29,40.14,40.79,40.5,40.01,72161.95,-0.81,49.01,39.6,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-05-03,40.45,42.55,42.05,40.28,100550.79,3.83,49.01,39.6,0.0,1.3368274665462532,90.9042677251452,0.0
2016-05-04,41.8,42.19,41.45,41.35,77549.12,-1.43,49.01,39.6,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-05-05,41.45,42.01,41.76,41.31,60064.29,0.75,49.01,39.6,0.0,1.3368274665462532,90.9042677251452,0.0
2016-05-06,41.5,42.37,38.06,38.0,138918.77,-8.86,48.8,38.0,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-05-09,37.6,37.6,37.02,35.51,113020.32,-2.73,48.8,35.51,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-05-10,36.95,37.38,37.37,36.55,66970.8,0.94,47.78,35.51,0.0,1.3368274665462532,90.9042677251452,0.0
2016-05-11,37.68,37.99,36.51,36.5,60432.99,-2.3,47.35,35.51,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-05-12,34.81,37.16,37.15,34.81,63907.79,1.75,46.7,34.81,0.0,1.3368274665462532,90.9042677251452,0.0
2016-05-13,29.25,29.25,28.04,27.82,84534.66,-1.79,46.7,27.82,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-05-16,27.99,28.75,28.75,27.66,77682.57,2.53,46.5,27.66,0.0,1.3368274665462532,90.9042677251452,0.0
2016-05-17,28.7,30.98,29.8,28.03,161363.55,3.65,46.5,27.66,0.0,1.3368274665462532,90.9042677251452,0.0
2016-05-18,29.04,29.18,27.95,27.65,118160.42,-6.21,46.49,27.65,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-05-19,28.01,29.2,28.15,28.01,115191.91,0.72,46.49,27.65,0.0,1.3368274665462532,90.9042677251452,0.0
2016-05-20,27.64,29.1,28.98,27.4,137076.95,2.95,43.2,27.4,0.0,1.3368274665462532,90.9042677251452,0.0
2016-05-23,29.02,29.62,29.26,28.86,116919.23,0.97,42.55,27.4,0.0,1.3368274665462532,90.9042677251452,0.0
2016-05-24,29.0,29.18,28.3,28.09,90570.86,-3.28,42.55,27.4,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-05-25,28.8,29.47,28.45,28.37,125224.66,0.53,42.55,27.4,0.0,1.3368274665462532,90.9042677251452,0.0
2016-05-26,28.5,30.21,30.18,27.96,188672.55,6.08,42.55,27.4,0.0,1.3368274665462532,90.9042677251452,0.0
2016-05-27,29.83,30.38,29.57,29.42,147842.66,-2.02,42.55,27.4,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-05-30,29.21,29.89,29.3,28.66,88068.67,-0.91,42.55,27.4,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-05-31,29.6,32.23,32.23,29.35,373212.03,10.0,42.37,27.4,0.0,1.3368274665462532,90.9042677251452,0.0
2016-06-01,32.49,32.49,31.99,31.72,297247.75,-0.74,42.37,27.4,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-06-02,31.66,32.48,32.19,31.66,209667.09,0.62,42.37,27.4,0.0,1.3368274665462532,90.9042677251452,0.0
2016-06-03,31.97,33.95,32.35,31.52,340644.91,0.5,37.99,27.96,0.0,1.3368274665462532,90.9042677251452,0.0
2016-06-06,32.41,32.59,31.98,31.71,182309.16,-1.14,37.99,27.96,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-06-07,31.7,31.78,31.36,31.03,234837.94,-1.94,37.99,27.96,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-06-08,30.99,31.22,30.7,30.41,216149.42,-2.1,37.16,27.96,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-06-13,30.18,30.6,27.63,27.63,232135.97,-10.0,33.95,27.63,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-06-14,27.26,27.82,27.51,26.91,169131.44,-0.43,33.95,26.91,0.0,1.3368274665462532,90.9042677251452,-0.0
2016-06-15,26.99,29.18,28.53,26.81,187969.56,3.71,33.95,26.81,0.0,1.3368274665462532,90.9042677251452,0.0
2016-06-16,28.1,28.62,28.11,27.58,220429.3,-1.47,33.95,26.81,0.0,1.3368274665462532,90.9042677251452,-0.0
